node_id,x,y,longitude,latitude,nearest_DAUID,nearest_Population_Density_Demand,nearest_Commute_PT_Demand,nearest_Bus_Stop_Proximity,nearest_Route_Coverage_Percent,nearest_Bus_Stop_Density,nearest_Income_Demand,nearest_Overall_Demand,nearest_Employment_Demand,nearest_Commute_Duration_Demand,nearest_Overall_Accessibility,nearest_demand_dist,nearest_school_dist,schools_within_0.5km,schools_within_1.0km,schools_within_2.0km,nearest_healthcare_dist,healthcare_within_0.5km,healthcare_within_1.0km,healthcare_within_2.0km,nearest_pop_dist,population_within_0.5km,population_within_1.0km,population_within_2.0km,route_connections,bus_stop_density_per_km2,ridership_proxy
N14,-13728558.033038,6177717.971194,-123.3257350999987,48.424193900000716,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.1388961744843619,0.5141434885394474,0,1,3,0.280799330583667,2,11,19,0.1380181932082711,2397,8823,29871,3,64.9352167814933,45.60826366168354
N15,-13728697.983902,6178096.285474,-123.32699230000026,48.42644909999957,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.12923871630740977,0.7095535301512994,0,1,5,0.09961071524371648,4,13,23,0.1300883376823727,5183,10960,32183,1,68.436625529515,46.353417557956455
N16,-13728687.230439,6177718.222816,-123.32689569999856,48.42419539999833,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.12932271362717726,0.47431586065739906,1,1,3,0.25657241258699215,2,13,22,0.12869939192680338,2964,9284,31407,1,66.84507609859604,46.34688151887534
N17,-13732243.587607,6178525.851563,-123.35884299999658,48.42900970000056,2021S051259170161,5,4,5,1,4,5,20,1,3,11,0.052588290379907365,0.7206623772554039,0,2,4,0.2814708122560398,7,25,44,0.24933013110695773,7520,20690,62295,2,113.00000959524569,67.07861823779024
N18,-13732583.345825,6178584.451786,-123.36189509999794,48.42935900000122,2021S051259170810,3,1,5,1,1,4,16,4,3,7,0.14923006459467128,0.8507881143723247,0,2,5,0.17367421017064164,6,25,42,0.23457527144045054,5779,18727,61940,5,109.498600847224,32.12673433186461
N19,-13733172.660078,6179011.978856,-123.36718900000412,48.43190730000005,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.06465024928491236,1.170044387993464,0,0,5,0.2087867436838353,2,18,38,0.05968612706518705,3026,14600,62480,4,108.86198107485642,43.46039812525835
N20,-13732879.633782,6179016.995292,-123.36455670000066,48.43193720000043,2021S051259170807,5,1,5,1,1,5,19,5,3,9,0.13932812242076117,0.976797294156095,0,1,4,0.30880954405808014,2,21,41,0.1399325725537309,4332,14754,63371,4,110.77184039195916,48.13691288958963
N21,-13732885.121833,6179156.919812,-123.36460600000161,48.43277120000283,2021S051259170807,5,1,5,1,1,5,19,5,3,9,0.23202179179245275,0.9706723615513559,0,1,4,0.3757451238385983,2,17,37,0.23259425140595147,3292,15925,62886,4,107.90705141630504,41.39124385774071
N22,-13733174.151759,6179150.342972,-123.36720240000255,48.43273199999931,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.13637496000334334,1.1626792221448161,0,0,5,0.29959712684077855,2,15,38,0.13159002204956322,2239,14114,59532,4,107.90705141630504,38.09655582451567
N23,-13733178.359635,6179289.766343,-123.36724019999576,48.43356300000079,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.22347240666625715,1.1643422854823822,0,0,4,0.39137532992954904,1,14,37,0.2190904201335998,2239,13361,61728,3,108.22536130248884,32.42861378915605
N24,-13732971.962168,6179276.696354,-123.3653861000037,48.433485100002315,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.281430426573148,1.0270219103742169,0,0,4,0.41598882388925273,1,11,38,0.27629573437890476,3015,14722,64288,2,107.90705141630504,29.083890916175072
N25,-13733182.756755,6179410.400437,-123.3672796999968,48.43428199999712,2021S051259170805,2,2,5,3,2,2,17,5,3,9,0.3013147917878476,1.1721757428054052,0,0,4,0.47095678831338533,1,12,37,0.2971302305366562,3393,12621,62059,3,108.22536130248884,28.00501836392056
N26,-13732891.489308,6179391.575366,-123.36466320000272,48.4341697999987,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.3113567192367786,0.9783503620875758,0,1,4,0.48204205809672623,1,10,38,0.3687946904617625,4886,15371,61874,2,108.22536130248884,51.954551288438864
N27,-13732937.464257,6179525.985944,-123.36507619999647,48.43497089999981,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.3143606924101773,1.0213735789752854,0,0,4,0.40159876102860953,1,6,38,0.3717913942767524,4886,13270,59475,1,106.95212175775367,51.74091056036564
N28,-13732797.357546,6179511.640437,-123.36381759999749,48.434885399997405,2021S051259170148,4,4,5,3,1,4,22,3,4,7,0.2248765781330288,0.9281568268124752,0,1,4,0.3964394375940925,1,10,38,0.39038076805107785,4886,14180,59357,1,107.90705141630504,58.55428816726045
N29,-13734279.409587,6179464.594057,-123.3771311000004,48.43460500000263,2021S051259170817,3,1,5,5,1,2,16,5,1,11,0.35048812042060185,1.611095615436799,0,0,6,0.2984496547036594,5,7,33,0.43750983461429505,3333,9497,49335,2,104.40564266828335,21.151150249554163
N30,-13734199.660304,6179486.77495,-123.37641470000223,48.434737200000846,2021S051259170383,2,3,5,3,3,3,15,3,2,11,0.3944943396351117,1.6591707050994167,0,0,6,0.3505102424613122,5,7,33,0.3968111053669089,2247,10852,51390,3,108.54367118867262,18.12689580068627
N31,-13733024.616287,6179761.993966,-123.36585910000238,48.436377499999644,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.2259701054270024,1.1163316237951961,0,0,5,0.2841802775868664,1,5,38,0.22545278017783418,1825,14026,59350,3,102.17747346499681,66.00372544397982
N32,-13732816.671478,6179834.193659,-123.3639911000006,48.43680780000132,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.18320788553948306,1.0035771276125716,0,0,5,0.18464095771212571,2,5,39,0.18207885853910571,3232,14026,58096,3,102.4957833511806,69.88980300749331
N33,-13733191.161377,6180216.07527,-123.36735520000079,48.439083700000374,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.1957493911553074,0.9223362995921015,0,1,3,0.28600297719501344,1,4,36,0.19695015932637308,3721,10789,55280,3,105.9971920992023,68.72127100456147
N34,-13732916.40261,6180306.417884,-123.36488700000238,48.43962210000184,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.1446185827127109,0.7825071023289794,0,1,3,0.16109019240284647,2,4,39,0.14541035220271079,3129,13258,53973,4,107.90705141630504,73.64590384211458
N35,-13733311.275107,6180546.96144,-123.36843419999572,48.44105560000297,2021S051259170384,1,3,5,3,3,4,18,3,2,10,0.17428092780790058,0.8031874323114445,0,1,3,0.37161813146781897,2,4,30,0.39873398474897215,2012,11601,49913,1,103.45071300973197,40.49732407342329
N36,-13733732.842019,6180464.721125,-123.37222119999899,48.44056550000245,2021S051259170384,1,3,5,3,3,4,18,3,2,10,0.11739230263865885,1.0544249568038035,0,0,4,0.48053188503171057,1,3,28,0.3236675921899553,2159,7938,45766,3,102.17747346499681,44.673086795309736
N37,-13733412.776219,6180824.91642,-123.36934599999836,48.442712000000704,2021S051259170384,1,3,5,3,3,4,18,3,2,10,0.26388529613122724,0.7463395082065746,0,1,3,0.1846628246168481,1,4,23,0.5867828201656223,1706,10975,46227,1,98.03944494460752,34.682486725784194
N38,-13733225.681551,6180863.646921,-123.36766529999996,48.44294280000297,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.2861064728242417,0.6270410947410239,0,1,3,0.1916851592092418,1,4,24,0.5520762266759704,1259,11653,45221,2,100.58592403407786,35.25694250233653
N39,-13733458.628717,6180940.9742,-123.36975789999606,48.443403599997865,2021S051259170384,1,3,5,3,3,4,18,3,2,10,0.3293610481157346,0.7389977862706129,0,1,3,0.11679991038025822,2,4,21,0.517452109406986,1706,11482,43717,1,93.58310653803446,30.929146428373645
N40,-13733253.066146,6181022.732452,-123.36791130000233,48.44389080000038,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.2346782393255343,0.5921878016938716,0,1,3,0.10432468879146435,2,4,20,0.4806124695302297,2486,11252,42984,1,93.90141642421825,38.45502596770548
N41,-13733526.277572,6181104.155858,-123.37036560000004,48.444376000000425,2021S051259170385,3,2,5,4,1,4,16,4,1,11,0.269762287862865,0.7462990633593004,0,1,3,0.0916041705463225,2,3,15,0.41276448864195187,2969,10251,42240,3,88.17183847291003,27.051076809030494
N42,-13733364.352241,6181133.724897,-123.3689110000028,48.444552200002555,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.2840911005905089,0.6372992714146696,0,1,3,0.026065422656282082,2,3,18,0.39345589297476674,2969,11482,39415,1,87.53521870054244,35.377446489190255
N43,-13733914.827123,6181071.314543,-123.37385600000304,48.44418029999954,2021S051259170385,3,2,5,4,1,4,16,4,1,11,0.07210859400645052,1.0025967230152215,0,0,3,0.35034050025924623,2,3,14,0.36311795328924895,2243,12981,40805,4,83.71550006633694,39.69318874703132
N44,-13733689.638925,6181166.465762,-123.37183310000238,48.44474729999873,2021S051259170385,3,2,5,4,1,4,16,4,1,11,0.1568020833232752,0.8437080084271686,0,1,3,0.20454256420868194,2,3,14,0.4020706825260463,2969,10799,40184,2,82.123950635418,33.74714521465755
N45,-13734053.475548,6181173.799331,-123.37510149999602,48.44479100000239,2021S051259170385,3,2,5,4,1,4,16,4,1,11,0.08523792507890893,1.081948817612276,0,0,3,0.3979184970649142,2,2,13,0.2787485345079327,2120,10375,35451,1,75.43944302555839,38.710638525185665
N46,-13733619.084631,6181349.25306,-123.3711992999958,48.44583650000167,2021S051259170385,3,2,5,4,1,4,16,4,1,11,0.232377224862562,0.784561275870766,0,1,2,0.14089866612623825,2,3,13,0.2724390718869313,2383,10799,35814,3,77.98592211502871,29.131290387267928
N47,-13733721.198,6181600.331866,-123.37211659999663,48.44733259999754,2021S051259170385,3,2,5,4,1,4,16,4,1,11,0.30986363125815813,0.8637244488510833,0,1,2,0.08775160495038925,2,2,12,0.19987974371306008,1710,8997,33864,3,62.70704757820676,24.951719742034754
N48,-13734332.175026,6181373.402354,-123.37760510000363,48.44598039999949,2021S051259170386,3,2,5,4,1,4,22,5,3,7,0.21528169427393837,1.257921732320424,0,0,4,0.5050546540893412,0,3,12,0.2153367623039742,3138,11063,32320,1,60.79718826110402,54.14098503427671
N49,-13731551.369618,6182044.139007,-123.35262470000198,48.449976999998476,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.17480463271910715,0.6541485056611025,0,2,5,1.2487647187324658,0,0,12,0.2420256537932266,3589,8512,26917,1,39.78873577297384,25.14075529108153
N50,-13732109.536677,6181951.965391,-123.35763880000388,48.44942779999799,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.31140290089796036,0.4338271455438467,1,2,4,1.0189166593082364,0,0,12,0.13376669813424397,3749,9332,30621,3,42.65352474862795,18.197036155616154
N51,-13732090.100293,6181087.710012,-123.35746419999573,48.44427799999704,2021S051259170154,4,4,3,1,1,3,21,3,2,7,0.23238919868420999,0.3044781029527291,1,1,4,0.6460178976513016,0,3,20,0.6081023568681905,2255,15711,39064,3,77.66761222884493,53.9971538099449
N52,-13732246.448518,6181930.73472,-123.35886869999736,48.44930130000153,2021S051259170126,2,2,5,3,2,2,15,4,1,9,0.28849353443126946,0.382583425240196,2,2,4,0.9288653988118402,0,2,11,0.22577385484299764,4017,9917,29530,2,42.65352474862795,21.146440774916083
N53,-13732276.471385,6181053.794752,-123.35913840000036,48.444075900000826,2021S051259170154,4,4,3,1,1,3,21,3,2,7,0.2830135269778845,0.2451274891287264,1,1,3,0.620605827001274,0,4,21,0.597001499459948,3487,15166,38795,4,87.53521870054244,50.228221059652675
N54,-13732179.000039,6180559.613866,-123.3582628000016,48.4411309999996,2021S051259170152,4,4,3,3,4,4,21,1,4,12,0.03251450312744199,0.5740526424167898,0,1,3,0.29212494107265446,2,3,39,0.28534658161597626,3090,15397,47193,3,99.31268448934269,72.48779640863192
N55,-13732075.005371,6181957.671668,-123.3573286000043,48.44946180000108,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.29097831439593225,0.4490086097491181,1,2,4,1.0401726050399842,0,0,12,0.11052345696767775,3749,9332,29959,1,43.29014452099553,19.14185148033637
N56,-13731996.714373,6181518.24921,-123.35662530000315,48.44684349999831,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.2002224134254772,0.3063284236501096,1,2,4,0.9369724685728128,0,2,16,0.3163514559384975,3064,11836,35685,1,58.250709171633694,35.887568324272124
N57,-13731980.450595,6181839.737136,-123.35647919999963,48.44875910000019,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.21139826693725983,0.4276393735178904,1,2,4,1.055061076527556,0,0,15,0.10847474233788382,3749,10434,30314,2,48.70141258611997,23.127023217958225
N58,-13731925.046884,6181532.329577,-123.35598149999574,48.446927399999815,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.164714551369262,0.35464893775684847,1,2,4,0.9543828149797724,0,1,16,0.3020461643239917,3064,12409,35114,1,56.97746962689853,38.247500514438045
N59,-13731799.422839,6181556.059831,-123.35485299999897,48.447068800002405,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.12501246733527674,0.4392895405837908,1,2,4,0.9893062331487577,0,1,16,0.29570565174865493,1982,12409,35114,1,56.02253996834716,41.06259322253796
N60,-13731744.48667,6181952.133223,-123.35435949999632,48.449428800000334,2021S051259170129,2,1,3,3,1,2,15,3,4,9,0.11078025084937931,0.5942457908169869,0,2,4,1.2284786104088081,0,0,13,0.11342937711374522,3310,9719,29440,1,43.29014452099553,28.98313550443619
N61,-13731673.598419,6181580.209711,-123.35372270000293,48.447212700000385,2021S051259170128,2,3,3,1,2,2,17,3,4,9,0.13649485920118143,0.524217234304407,0,2,5,1.030370626810741,0,0,16,0.3129940743494044,3589,12409,33135,1,55.70423008216337,40.2282134108306
N62,-13730915.022881,6181697.68752,-123.3469083000035,48.44791270000126,2021S051259170130,4,2,3,2,4,5,18,2,2,12,0.118244819040107,1.0329543558723775,0,0,5,0.7805412871397822,0,5,16,0.11926514736300296,2257,8852,31162,1,51.56620156177409,46.34736109897956
N63,-13730618.067007,6181685.100534,-123.34424070000027,48.447837699998544,2021S051259170131,4,3,3,2,3,2,19,5,4,10,0.19798722214254394,1.0856733763922777,0,0,5,0.6061362093125667,0,6,16,0.2831639133755017,2257,9880,30248,1,56.97746962689853,46.589083454695924
N64,-13731187.91148,6181673.184872,-123.34935969999695,48.447766700001644,2021S051259170130,4,2,3,2,4,5,18,2,2,12,0.1325915665911202,0.8523286922560673,0,2,5,0.9074558367736207,0,3,16,0.13428309756257448,3343,9934,31294,2,51.2478916755903,45.234303921130895
N65,-13730587.042265,6181770.491009,-123.34396200000103,48.44834650000069,2021S051259170131,4,3,3,2,3,2,19,5,4,10,0.24518823900029743,1.0257033449460642,0,0,5,0.6086077365876711,0,6,14,0.32357065043791444,2257,9380,29255,2,55.06761030979579,43.24908120184146
N66,-13729358.587156,6181344.084213,-123.33292659999834,48.445805699997685,2021S051259170229,1,4,3,3,4,4,18,4,2,10,0.29037084013742115,0.440149672339965,1,1,3,0.10368966582982066,5,6,14,0.5301881102436847,1533,6770,24592,2,38.197186342054884,35.003206527325155
N67,-13729349.492354,6181349.655827,-123.3328449000019,48.44583889999941,2021S051259170229,1,4,3,3,4,4,18,4,2,10,0.2953728409261381,0.436159994529852,1,1,3,0.11064141921989515,5,6,14,0.537177553825946,1533,6770,23940,2,37.5605665696873,34.70770935240128
N68,-13729327.362039,6179856.123828,-123.33264609999983,48.436938499998284,2021S051259170224,3,2,4,4,2,3,20,4,4,10,0.1652590592071281,0.8929767227407217,0,1,5,0.5129219481902182,0,12,27,0.2485547852577865,3406,10414,37962,1,68.1183156433312,49.898715471195175
N69,-13728865.007666,6179843.489225,-123.32849270000037,48.436863200000666,2021S051259170224,3,2,4,4,2,3,20,4,4,10,0.23473874541526307,0.8190582606891538,0,1,5,0.4531332593944411,1,8,25,0.2036694639298372,3371,8531,31048,1,49.01972247230376,44.75440388028405
N70,-13729353.577779,6178983.373483,-123.3328815999991,48.431736799997594,2021S051259170601,3,3,4,1,1,2,16,3,1,10,0.19240831510827255,1.2995024301131004,0,0,5,0.3311916257479062,3,15,29,0.5618165974942525,3481,14820,42280,3,81.8056407492342,33.53925868197843
N71,-13728989.396065,6178956.244606,-123.32961010000028,48.43157510000106,2021S051259170600,1,4,4,4,1,4,19,2,3,11,0.10163845764009448,1.256197923615265,0,0,5,0.2312318014260886,5,14,26,0.7200083645183324,4612,12549,35482,3,64.61690689530951,52.529017959871624
N72,-13729187.600418,6178844.810753,-123.33139059999705,48.43091090000192,2021S051259170179,3,2,4,3,1,4,17,2,1,10,0.16650934943065632,1.1912012060526984,0,0,5,0.19076127408346652,4,14,29,0.5708723673273993,4619,15897,39114,1,77.03099245647735,37.29076944848565
N73,-13729036.061196,6178667.345031,-123.3300293000044,48.42985310000243,2021S051259170179,3,2,4,3,1,4,17,2,1,10,0.14119430615131365,1.0656519535760611,0,0,5,0.04027169618648278,6,13,30,0.5668365084208371,4512,13936,38978,3,70.98310461898532,39.03906770827203
N74,-13729343.681476,6178434.303152,-123.33279269999669,48.4284640000018,2021S051259170177,5,2,4,3,1,5,21,3,4,10,0.11909670145501546,0.9437845024998125,0,1,6,0.18975744217243715,6,13,35,0.34940955903734244,5245,13878,43832,1,90.08169779001277,60.624437072213354
N75,-13729281.197846,6178423.59992,-123.33223139999832,48.42840020000078,2021S051259170179,3,2,4,3,1,4,17,2,1,10,0.11949689247404388,0.9267695097305012,0,1,5,0.1566713706552867,6,13,34,0.38809374155175647,4715,13414,43832,3,87.85352858672623,40.600453244007994
N76,-13728908.77849,6178097.107477,-123.32888590000235,48.4264539999995,2021S051259170178,5,2,4,5,1,5,17,2,2,12,0.14757577155273222,0.6880457119758784,0,1,5,0.045229302805878814,7,13,26,0.21616653220818502,5183,11549,36694,1,73.21127382227186,41.13435366739617
N77,-13728908.077177,6178422.00618,-123.32887960000048,48.428390700002375,2021S051259170180,2,4,4,3,1,3,20,2,3,9,0.12690061194592062,0.9030641794868693,0,1,5,0.14530729725070524,6,13,28,0.38338105825382307,4064,11678,36929,4,70.34648484661774,56.03216269414434
N78,-13728815.860111,6177718.843485,-123.32805120000205,48.42419910000058,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.16957017215837633,0.44793289338305425,1,1,3,0.2343705388337574,2,12,25,0.16933846039727196,2964,9873,33100,3,70.98310461898532,43.32312269205162
N79,-13728826.313011,6178026.650364,-123.32814510000038,48.42603400000081,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.1437606887011731,0.6471703379788101,0,1,4,0.03227442619094902,4,13,25,0.14456836529259476,5183,11549,33913,2,71.6197243913529,45.23769114107281
N80,-13728757.005496,6178421.284803,-123.3275225000001,48.42838640000283,2021S051259170180,2,4,4,3,1,3,20,2,3,9,0.051541503452301914,0.9126057451146636,0,1,5,0.21663679933718535,5,13,27,0.34857193721963425,4064,10628,32913,3,64.9352167814933,63.023415793799884
N81,-13728757.985108,6178096.168045,-123.32753130000442,48.42644839999955,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.14523808730930152,0.7004240989547427,0,1,5,0.060634361682411646,4,13,23,0.14612466548020098,5183,11549,32183,1,69.07324530188258,45.12576803057051
N82,-13728332.299375,6178721.19839,-123.32370730000255,48.4301740999988,2021S051259170181,2,4,4,3,3,3,22,2,4,9,0.1272485346285318,1.167789663515709,0,0,4,0.12322275855682094,6,11,20,0.57753966520156,2167,7525,27233,3,47.10986315520102,64.63249771381349
N83,-13728461.51904,6178721.819132,-123.32486810000333,48.430177800000926,2021S051259170181,2,4,4,3,3,3,22,2,4,9,0.13197826877371036,1.1512775307578638,0,0,4,0.07034027599132213,7,11,23,0.5529823024365211,2167,10038,28416,2,50.92958178940651,64.18895348253
N84,-13730619.781327,6177736.1719,-123.34425609999884,48.42430239999972,2021S051259170171,5,3,3,5,1,4,27,5,5,10,0.13979335785789695,0.16435650985311678,1,1,4,0.4121286779022878,2,13,48,0.13912071963492867,5244,18275,59499,2,89.76338790382897,86.50986949674657
N85,-13730757.361086,6177771.885657,-123.3454920000018,48.42451530000189,2021S051259170170,3,3,3,5,4,5,27,5,3,12,0.14837010004219217,0.0853379830056348,1,2,4,0.4893860022960289,2,16,48,0.15677879198829972,6364,19961,60643,4,91.67324722093171,83.01213560481149
N86,-13731684.786027,6177720.588067,-123.35382319999553,48.42420949999873,2021S051259170164,5,4,5,4,2,4,23,3,3,11,0.14991636414904846,0.36707366151171067,1,2,4,0.11375431829817505,9,22,45,0.14839218850905567,9020,22691,62903,2,99.94930426171028,70.5772187963117
N87,-13732179.300601,6177799.39659,-123.358265499996,48.424679299997166,2021S051259170163,5,1,5,4,2,4,19,3,1,11,0.10143687624154306,0.27653689790617064,1,2,4,0.04172913610622586,13,25,45,0.10127558183218426,8362,21717,64594,2,107.90705141630504,51.221326568469735
N88,-13728652.365175,6177718.155717,-123.32658250000318,48.42419500000017,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.1263508094624222,0.48388745842616304,1,1,3,0.26696472194389964,2,13,20,0.12562439554407628,2964,9284,30324,3,66.52676621241226,46.578725644553586
N89,-13728292.814351,6177706.329472,-123.32335259999702,48.42412449999855,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.26401477499073955,0.6204854874738038,0,1,3,0.29562377333214424,2,10,18,0.26882235552580097,1807,7544,25320,4,54.11268065124442,17.74209073516395
N90,-13728251.069542,6177718.776386,-123.32297759999744,48.42419870000245,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.29033187278301825,0.6463972741862775,0,1,3,0.29868601108101783,2,10,18,0.289577867381238,1807,6378,25320,3,52.521131220325465,35.38250026673476
N91,-13728385.89971,6177530.447471,-123.3241888000042,48.42307600000132,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.15513815888591584,0.49706326486955604,1,1,3,0.39648402214553663,2,8,18,0.3031099363790831,1807,7755,27180,3,57.61408939926611,23.32797741931733
N92,-13728377.383768,6177149.038386,-123.32411229999563,48.42080219999965,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.26181663678339673,0.3974466020390054,1,1,3,0.6488585158838667,0,2,16,0.5329579936286123,1747,8118,23950,1,50.61127190322272,17.84533125516332
N93,-13728471.548926,6177149.189349,-123.32495820000226,48.420803099997464,2021S051259170197,3,3,4,1,1,1,13,2,1,7,0.23024533206196396,0.3356904646851605,1,1,3,0.6475154449745263,0,4,16,0.5154394033297328,1747,8118,24539,2,54.43099053742821,19.36885119548015
N94,-13728478.985068,6177717.803446,-123.3250250000024,48.42419290000229,2021S051259170198,3,3,4,5,5,3,18,2,2,7,0.16773841866484365,0.5437773384300788,0,1,3,0.2714674719952614,2,11,18,0.16686128247383275,1807,8823,29378,3,61.75211791965539,43.45621354560333
N95,-13729557.492822,6181226.896568,-123.33471339999699,48.445107400001554,2021S051259170229,1,4,3,3,4,4,18,4,2,10,0.21066527687822015,0.5439480165282669,0,1,4,0.0563988310333998,6,6,19,0.38033540255226417,2311,8565,28899,3,44.563384065730695,40.04133123415043
N96,-13729562.524463,6181003.551412,-123.33475859999713,48.4437764999976,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.1440556860983664,0.5399588567208243,0,1,4,0.11371215214224498,6,7,22,0.2924850454495658,2311,8902,29070,3,48.38310269993618,51.16787937285837
N97,-13729679.832943,6181152.637724,-123.33581240000255,48.44466490000204,2021S051259170229,1,4,3,3,4,4,18,4,2,10,0.2090801760735506,0.6179706999147888,0,1,4,0.08677008162997892,6,7,20,0.28883988441266917,2311,9041,30514,1,48.70141258611997,40.14826050470465
N98,-13729669.9923,6181004.94426,-123.33572400000241,48.443784800000955,2021S051259170225,1,3,3,3,4,4,20,4,2,11,0.18396312868752807,0.6110416207652953,0,1,4,0.04455001978792676,6,7,22,0.22970118036711853,2311,9680,32363,1,51.884511447957884,48.04361399219583
N99,-13730034.15175,6180380.770036,-123.33899530000033,48.44006519999915,2021S051259170228,2,3,3,2,2,2,19,2,4,9,0.21762783293537977,0.967458780488304,0,1,5,0.31964136929194953,4,8,28,0.2964526653570905,3873,13964,41446,1,78.6225418873963,42.770879098507464
N100,-13730128.628602,6180881.619409,-123.33984400000182,48.443049899998215,2021S051259170227,1,4,3,2,4,2,20,3,2,11,0.11456526992151078,0.9228982423001454,0,1,5,0.03025375263945881,5,7,25,0.11598644403221724,3903,11322,38668,1,64.9352167814933,55.80253522170705
N101,-13730368.121354,6180544.477942,-123.34199539999739,48.441040800002796,2021S051259170228,2,3,3,2,2,2,19,2,4,9,0.04940626839419083,1.1135383351399777,0,0,6,0.27979804019635024,2,8,27,0.23188339102941946,3499,12930,42523,2,82.123950635418,56.28316324351832
N102,-13730031.301971,6180535.517218,-123.33896970000002,48.44098739999772,2021S051259170228,2,3,3,2,2,2,19,2,4,9,0.1799687130273881,0.9214105027815971,0,1,5,0.2184144157419272,3,8,27,0.195432538498492,3397,12994,42804,1,74.80282325319081,45.461115406738436
N103,-13731550.679437,6179787.632086,-123.35261850000056,48.43653030000128,2021S051259170155,3,3,3,3,3,2,19,5,4,11,0.17796721187100262,0.37114395529315053,1,1,5,0.4882735362369977,1,8,45,0.39997418131318524,5147,17733,59413,3,96.12958562750478,46.8477373687177
N104,-13731610.669511,6180061.048636,-123.35315740000424,48.43815979999801,2021S051259170155,3,3,3,3,3,2,19,5,4,11,0.008172300261178727,0.5566021600311912,0,1,5,0.39799966750358284,1,7,44,0.2838522569188305,4651,15305,57099,2,94.21972631040204,61.730835606671086
N105,-13732439.821606,6180242.503406,-123.36060580000223,48.4392412000015,2021S051259170149,4,5,5,2,4,4,23,1,4,13,0.16410893233306775,0.7575849459786288,0,2,5,0.17492063210590056,2,3,40,0.2800341549666148,5343,14357,54167,1,101.54085369262923,70.0462463159763
N106,-13732467.26186,6180384.545552,-123.36085229999793,48.44008769999973,2021S051259170151,3,5,5,2,4,4,21,1,5,12,0.09235296838162924,0.6637637865088509,0,1,3,0.24649415652476667,2,3,40,0.3290888711977971,3843,14729,51904,1,100.58592403407786,67.13302167985442
N107,-13733390.857411,6181253.965546,-123.36914909999601,48.445268700001755,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.3027848281226233,0.6386044503574408,0,1,3,0.10025335905275622,2,3,14,0.31221444262052633,3203,10251,39415,3,81.8056407492342,34.27401268416207
N108,-13733049.507325,6180895.111387,-123.36608270000109,48.44313030000254,2021S051259170127,1,4,5,3,3,4,18,4,1,10,0.20649767296955324,0.5200934515168613,0,1,3,0.26378273648476447,1,4,25,0.5417211546425065,1844,12652,45021,3,99.31268448934269,40.32307529272321
N109,-13732873.077064,6179983.561546,-123.36449780000073,48.43769800000159,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.07763660033553062,0.9729153778726366,0,1,4,0.10633129722532363,2,5,39,0.0764785741498277,2857,12355,55628,3,103.13240312354819,80.80432142298329
N110,-13732907.574974,6180074.623212,-123.36480769999898,48.43824069999909,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.014967387523340264,0.9229631911980086,0,1,4,0.09173045507899202,2,4,39,0.013722767232702004,2996,12802,55863,2,108.86198107485642,88.35736475701354
N111,-13733194.667941,6179994.501647,-123.36738670000116,48.43776320000231,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.18932061935141756,1.0498223644219211,0,0,4,0.2897186499628432,1,5,37,0.18993427190008477,3136,11483,58447,3,104.72395255446713,69.3171815232183
N112,-13733194.200399,6179961.865958,-123.3673824999999,48.43756870000144,2021S051259170150,2,5,5,2,3,4,24,2,5,11,0.19719404388846795,1.0687116850324356,0,0,4,0.29585159923131105,1,5,37,0.19769123692777954,3136,11483,58447,2,105.36057232683471,68.58824060194041
